id,name,identity,intelligence,strength,speed,durability,power,combat,creator,universe,full_name,place_of_birth,first_appearance,alignment,height,weight,eye_color,hair_color
Martin Goodman,Martin Goodman,Martin Goodman,Average,1,1,5,0,0,Marvel Comics,Earth-1218 - Earth-Prime,,"Brooklyn, New York, U.S.A.",,Good,,,,
Martin Mystery,Martin Mystery,Martin Lombard,High,30,25,25,80,60,,Totally Spies - Totally Spies,,,,Good,,,,
Martinex,Martinex,Martinex T'Naga,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,Martinex T'Naga,Pluto,,Good,,,,No Hair
Marv,Marv,Marv,Good,25,6,25,10,75,Dark Horse Comics,Sin City - Sin City,Marvin,,,Neutral,,,,
Marvel Girl,Marvel Girl,Jean Grey,Good,1,25,20,100,65,Marvel Comics,Earth-616 - Prime Marvel Universe,Jean Grey-Summers,New York,1963,Good,167.6,52.2,Green,Red
Marvel Girl-1,Marvel Girl,Rachel Summers,Low,0,0,0,0,0,Marvel Comics,Earth-811 - Days of Future Past,Rachel Anne Summers,,,Good,170.2,56.7,Green,Red
Marvel Girl-2,Marvel Girl,Valeria Von Doom,Low,0,0,0,0,0,Marvel Comics,Earth-99315 - Marvel's Earth-99315,,,1999,Good,163.0,47.63,Blue,Blond
Marvel Girl-3,Marvel Girl,Jean Grey,Low,0,0,0,0,0,Marvel Comics,Earth-161 - Marvel's X-Men Forever,,"Annandale-on-Hudson, New York",2009,Good,168.0,52.16,Green,Red
Marvelous-Handed Scholar,Marvelous-Handed Scholar,Zhu Cong,Good,25,25,10,10,85,,Condor Trilogy - Shèdiāo Sānbùqǔ,,,,Good,,,Black,Black
MarvelousAQL,MarvelousAQL,Marvy,Good,25,85,100,100,100,,Neptunia - Neptuniaverse,,,,Good,,,Red,Orange
Marvin Gerard,Marvin Gerard,Marvin Gerard,Good,1,6,10,0,15,Universal Studios,The Blacklist - The Blacklist,,,,,,,Blue,Brown
Marvin The Martian,Marvin The Martian,Marvin,High,100,100,100,100,85,,Looney Tunes - Looney Tunes,,,,Good,,,,
Marx,Marx,,Average,25,50,80,100,50,Nintendo,Kirby - Kirby Universe,,,,Good,,,Black,
Mary,Mary,Mary Steinberg,Good,1,1,5,15,20,Shueisha,NGL - No Guns Life,,,,Good,,,Blue,Blond
Mary Bartowski,Mary Bartowski,Mary Bartowski,Average,1,1,7,5,60,Warner Brothers,Chuck - Chuck,Mary Elizabeth Bartowski,,,Good,,,Blue,Strawberry Blond
Mary Bromfield,Mary Bromfield,Mary Bromfield,Average,70,11,25,60,30,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,,Black
Mary Embrey,Mary Embrey,Mary Embrey,Good,100,75,55,75,60,Sony Pictures,Hancock - Hancock,Mary Embrey,,2008,Good,,,Green,Brown
Mary Jane Watson,Mary Jane Watson,Mary Jane Watson,Average,1,1,5,0,0,Marvel Comics,Earth-602636 - Marvel Age: Mary Jane,,,2004,Good,,,Green,Red
Mary Marvel,Mary Marvel,Mary Bromfield,High,100,100,100,100,70,DC Comics,New Earth - Post-Crisis,Mary Willow Batson,,1994,Good,167.0,63.0,Blue,Brown
Mary Marvel-1,Mary Marvel,Mary Bromfield,High,100,100,100,100,70,DC Comics,Rebirth - DC Rebirth,,,,Good,167.6,63.0,Blue,Brown
Mary Parker,Mary Parker,Mary Teresa Parker,Good,1,6,7,0,55,Marvel Comics,Earth-616 - Prime Marvel Universe,Mary Teresa Parker,,1968,Good,167.6,51.7,Hazel,Brown
Mary Poppins,Mary Poppins,,Good,1,17,20,60,20,Disney,,,,,Good,,,,
Mary Sue,Mary Sue,Mary Sue,Good,100,75,50,65,85,Kadokawa,CoH - Clash of Hexennacht,,,,Good,,,Blue,Silver
Masachika Kuze,Masachika Kuze,,High,1,5,10,10,60,,Roshidere - Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san,,,,,173.0,,Black,Brown
Masami,Masami,,Average,1,25,15,25,10,Cartoon Network,Gumball - The Amazing World Of Gumball Universe,,,,,,,,
Masanori Iseki,Masanori Iseki,,Good,1,1,20,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Bad,,,,No Hair
Mash,Mash,Mash Burnedead,Low,0,0,0,0,0,Shueisha,Mashle - Mashle: Magic and Muscles,Masshu Bāndeddo,,,Good,171.0,,Yellow,Black
Mashirao Ojiro,Mashirao Ojiro,,Average,25,25,20,15,50,Shueisha,MHA - My Hero Academia,,,,Good,169.0,,Black,Blond
Mashiro Kuna,Mashiro Kuna,Mashiro Kuna,Low,0,0,0,0,0,Shueisha,Bleach - Bleach,,,,Good,153.0,44.0,Hazel,Green
Masked Raider,Masked Raider,,High,75,20,75,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Masked Raider-1,Masked Raider,Jim Gardley,Average,8,6,10,0,40,Marvel Comics,Earth-616 - Prime Marvel Universe,,,1939,Good,190.5,100.7,Blue,Black
Mason Greyback,Mason Greyback,,Average,15,15,20,30,65,Disney,WoWP - Wizards of Waverly Place,,"June 4, 1709",,Good,,,Hazel,Brown
Mason Lockwood,Mason Lockwood,,Good,25,25,15,40,50,The CW,VD - Vampire Diaries,,"1980 (Mystic Falls, Age 30)",,Bad,180.3,,Blue,Brown
Mason Weaver,Mason Weaver,,Average,1,1,6,10,30,Warner Brothers,MonsterVerse - MonsterVerse,,,,Good,,,,Blond
Master,Master,Heinrich Nest,Good,25,25,20,40,90,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,Heinrich Joseph Nest,,,Bad,,,Red,No Hair
Master Brood,Master Brood,Currently Colin Wood,Low,0,0,0,0,0,Team Epic TV,,Currently Colin Wood,Perhaps England,,Good,182.9,81.6,Blue,Black
Master Chen,Master Chen,Chen,Good,20,15,15,10,65,Lego,Ninjago - Ninjago,Chen,Ninjago,2015,Bad,177.8,89.8,Red,Black
Master Chen (Staff Of Elements),Master Chen (Staff Of Elements),Chen,Good,35,30,40,60,65,Lego,Ninjago - Ninjago,,,,Bad,,,Red,Black
Master Chief,Master Chief,John-117,High,25,20,30,25,100,Microsoft,Halo - Halo Video Game Universe,John-117,"Elysium City, Eridanus II",2001,Good,218.4,453.6,Blue,Brown
Master Chief-1,Master Chief,,Good,25,16,25,30,100,Microsoft,Halo 2022 - Halo TV Series (2022),,,,Good,,,,
Master Crane,Master Crane,Crane,Average,25,25,20,30,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Hand,Master Hand,Master Hand,Average,100,100,100,100,100,Nintendo,,Master Hand,,1999,Bad,,,No eyes,No Hair
Master Ingram,Master Ingram,Ingram,Good,40,90,50,75,100,Sega,Bakugan - Bakugan,,New Vestroia,,Good,,,Red,Green
Master Izo,Master Izo,,Good,1,1,10,15,85,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Neutral,,,,Silver
Master Izo-1,Master Izo,,Good,1,7,10,10,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Master Kohga,Master Kohga,Kohga,Average,30,50,30,30,100,Nintendo,Zelda - The Legend of Zelda Universe,,,,,,,,
Master Kusho,Master Kusho,Kusho,Good,25,25,20,60,90,Riot Games,LoL - League of Legends,,Ionia,,Bad,,,Black,White
Master Makarov,Master Makarov,Makarov Dreyar,Good,100,60,40,45,75,Kodansha,Fairy Tail - Fairy Tail,,,,Good,,,Black,White
Master Man,Master Man,Max Lohmer,Moderate,25,30,30,40,90,Marvel Comics,Earth-616 - Prime Marvel Universe,Max Lohmer,"Yorkville, New York",2006,Bad,,,Blue,Blond
Master Man-1,Master Man,Wilhelm Lohmer,Average,30,25,30,40,40,Marvel Comics,Earth-616 - Prime Marvel Universe,Wilhelm Lohmer,"Yorkville, New York",1975,Bad,198.1,158.76,Blue,Blond
Master Mantis,Master Mantis,Mantis,Average,25,25,20,30,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Monkey,Master Monkey,Monkey,Average,25,25,20,30,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Mummy,Master Mummy,,Average,25,25,30,45,75,Nintendo,AS - Arms,,,,Good,231.0,167.0,Red,
Master Order,Master Order,Master Order,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,1977,Neutral,,,,
Master Roshi,Master Roshi,Master Roshi,Good,100,70,80,50,100,Shueisha,DB - Dragon Ball Verse,,,,Good,,,Black,No Hair
Master Shifu,Master Shifu,Shifu,Good,55,25,30,45,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Therion,Master Therion,,Good,75,50,35,60,95,,Demonbane - Demonbane,,,,Bad,,,Green,Green
Master Thundering Rhino,Master Thundering Rhino,,Good,25,50,20,20,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Tigress,Master Tigress,Tigress,Average,13,25,20,25,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Unit: Amaterasu,Master Unit: Amaterasu,Master Unit: Amaterasu,High,100,100,100,100,100,,BlazBlue - BlazBlue Universe,,,,,,,,
Master Viper,Master Viper,Viper,Average,25,25,20,30,100,Dreamworks,KFP - Kung Fu Panda,,,,,,,,
Master Yi,Master Yi,Yi,Good,25,25,25,55,95,Riot Games,LoL - League of Legends,,Wuju,,Good,,,,Brown / Black
Mastermind,Mastermind,Jason Wyngarde,Good,1,6,8,30,30,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Mastermind-1,Mastermind,Martinique Wyngarde,Average,5,7,5,50,60,Marvel Comics,Earth-616 - Prime Marvel Universe,Martinique Wyngarde,,1995,Bad,177.8,58.97,Blue,Brown
Match,Match,Kent Connor,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,Kent Connor,,1997,Bad,,,Black,Black
Match-1,Match,,Moderate,100,80,85,85,45,DC Comics,Rebirth - DC Rebirth,,,2021,Good,,,Blue,Black
Mathilda,Mathilda,Mathilda Lando,Average,1,1,5,5,10,,Léon - Léon: The Professional,,,,Good,,,,
Matilda,Matilda,Matilda,Average,6,7,25,25,45,,Angry Birds - The Angry Birds,,Bird Island,,Good,,,,
Matilda-1,Matilda,Matilda Wormwood,Average,1,1,5,15,5,Sony Pictures,,,,,Good,,,,Brown
Matt,Matt,,Average,1,1,6,20,35,Shueisha,Digimon - Digimon,,,,Good,,,Blue,Blond
Matt Garetty,Matt Garetty,Matthew Garetty,Good,1,25,20,40,25,,Chronicle - Chronicle Movie (2012),,,2012,Good,177.8,,Brown,Brown
Matthew Kane,Matthew Kane,Matthew Kane,Low,0,0,0,0,0,Microsoft,Matthew Kane,"Lunar Colony, New Hope",Quake 4,,Quake - Quake,180.3,81.65,,Black
Matthew Malloy,Matthew Malloy,Matthew Malloy,Good,25,100,50,100,50,Marvel Comics,,,"Uncanny X-Men Vol 3 #23 (July, 2014)",,Earth-14923 - Earth-14923,,,Brown,Brown
Matthias,Matthias,,Good,1,1,6,10,25,,,,,,P-863 - Project 863,182.9,,Blue,Brown
Matthias Pavayne,Matthias Pavayne,,Good,25,1,25,40,20,Dark Horse Comics,,,"Hell Bound (S5, Ep4)",,Buffy - Buffy the Vampire Slayer,,,Blue,Brown
Maturin,Maturin,Maturin The Turtle,High,100,100,100,100,100,Stephen King,,,,,Dark Tower - Dark tower,,,,
Maude Pearson,Maude Pearson,,Average,0,10,15,50,10,Dark Horse Comics,,,Rm w/a Vu,,Buffy - Buffy the Vampire Slayer,,,,
Maui,Maui,Maui,Good,100,25,40,75,90,Disney,,,Moana,,,264.1,,Brown,Black
Mauler,Mauler,,High,80,40,40,30,75,Image Comics,,,,,Invincible - Invincible,,,,No Hair
Mauler-1,Mauler,,High,75,30,35,40,75,Amazon,,,,,Amazon Invincible - Amazon Invincible,,,Brown,No Hair
Mavado,Mavado,Mavado,Average,5,5,10,15,80,Mortal Kombat,,,Mortal Kombat: Deadly Alliance,,MK - Mortal Kombat,175.0,79.38,White,Black
Maverick,Maverick,Christopher Bradley,Good,8,25,15,20,90,Marvel Comics,Christopher Bradley,,X-Men Unlimited #8 (1995),,Earth-616 - Prime Marvel Universe,193.0,110.7,Blue,Black
Maverick-1,Maverick,Lt Pete Mitchell,Average,1,50,20,25,60,,,,Top Gun,,,,,Green,Brown
Mavis,Mavis,Mavis Vermillion,High,13,80,85,90,65,Kodansha,,,Manga: Fairy Tail - Chapter #53,,Fairy Tail - Fairy Tail,,,Green,Blond
Mavren,Mavren,Mavren Fein,Good,25,17,15,35,60,Hasbro,,"Torrezon, Ixalan","Ixalan (September 29, 2017)",,MtG - Magic: the Gathering,,,,
Maw,Maw,Ebony Maw,High,95,30,20,60,55,Marvel Comics,Ebnoy Maw,,"Marvel Duel (July 31, 2020)",,Earth-TRN840 - Earth-TRN840,,,,
Mawile,Mawile,,Average,55,25,50,60,80,Nintendo,,,,,Pokemon - Pokemon,,,,
Max Da Costa (Elysium),Max Da Costa (Elysium),Max Da Costa,Average,25,8,10,10,55,,,,Elysium,,,,,,
Max Faraday,Max Faraday,Max Faraday,High,100,100,100,100,100,DC Comics,,,,,Earth-50 - Wildstorm Universe,,,,
Max Lord,Max Lord,Maxwell Lord,Good,1,6,7,65,1,DC Comics,Maxwell Lord,,,,DCEU - DC Extended Universe,,,,Brown
Max Payne,Max Payne,,Good,6,25,10,20,60,Rockstar Games,,,,,Max Payne - Max Payne,,,,
Max Russo (Wizard),Max Russo (Wizard),,Average,1,1,25,100,20,Disney,,,Crazy 10-Minute Scale,,WoWP - Wizards of Waverly Place,,,Brown,Brown
Max Steel,Max Steel,Max Mcgrath,Good,30,75,25,65,60,,,,Max Steel (Movie),,Max Steel - Max Steel (2013-2017 series),,,,
Max Tennyson,Max Tennyson,Maxwell Tennyson,Good,10,5,15,10,75,Cartoon Network,,,,,Ben 10 - Ben 10,,,,Grey
Max Tennyson (Original Future Timeline),Max Tennyson (Original Future Timeline),,Good,15,1,15,15,75,Cartoon Network,Maxwell Tennyson,,"Ben 10,000",,Ben 10 - Ben 10,,,,Grey
Maxie,Maxie,,Good,1,6,20,40,70,Nintendo,,,,,Pokemon - Pokemon,,,Black,Red
Maxie Zeus,Maxie Zeus,Maximillian Zeus,Low,0,0,0,0,0,DC Comics,,,Detective Comics #483,,New Earth - Post-Crisis,167.6,61.2,Brown,Brown
Maxim Kischine,Maxim Kischine,,Good,100,100,100,100,100,Konami,,,Castlevania: Harmony of Dissonance,,Castlevania - Castlevania,,,,
Maxima,Maxima,,Good,100,85,75,80,60,DC Comics,,Almerac,Action Comics #645,,New Earth - Post-Crisis,188.0,72.6,Green,Red
Maxime Le Mal,Maxime Le Mal,,Good,30,25,25,35,60,Universal Studios,,,,,Despicable Me - Despicable Me,,,,
Maximus,Maximus,Maximus Boltagon,Low,0,0,0,0,0,Marvel Comics,Maximus Boltagon,Attilan,Inhumans Season 1: Episode 1,,MCU - Marvel Cinematic Universe,170.2,68.0,Blue,Brown
Maximus-1,Maximus,Maximus Decimus Meridius,Good,5,6,7,20,55,Dreamworks,Maximus Decimus Meridius,Spain,Gladiator,,Gladiator - Gladiator (Movies),177.8,,Blue,Brown
Maximus-2,Maximus,,Average,25,15,15,25,45,Amazon,,,,,Fallout - Fallout Game Universe,,,,
Maximus The Mad,Maximus The Mad,Maximus Boltagon,High,5,10,15,60,45,Marvel Comics,,,,,MAU - Marvel Animated Universe,,,,
Maxwell,Maxwell,,High,100,100,100,100,45,,,,,,Scribblenauts - Scribblenauts Universe,,,,
Maxwell Lord,Maxwell Lord,Maxwell Lord,Good,1,1,5,30,15,DC Comics,,,,,Smallville - Smallville (2001-2011 TV Series),,,,
Maxwell Lord-1,Maxwell Lord,,High,1,17,9,50,80,DC Comics,Maxwell Lord IV,New York,Justice League #1,,New Earth - Post-Crisis,188.0,83.9,Brown,Brown
Maya,Maya,,Good,25,25,30,40,55,,,,,,Hero Wars Verse - Hero Wars Verse,,,Red,Yellow
Maya-1,Maya,,High,100,100,100,100,100,Marvel Comics,,,,,Earth-616 - Prime Marvel Universe,,,,
Maya Hansen,Maya Hansen,,Average,1,25,60,60,90,Marvel Comics,,,,,Earth-616 - Prime Marvel Universe,,,,
Mayhem,Mayhem,Brigid O'Reilly,Average,25,6,8,20,40,Marvel Comics,,,Agents of S.H.I.E.L.D.,,MCU - Marvel Cinematic Universe,,,,Brown
Mayor Castletown,Mayor Castletown,Cornelius Castletown,Low,0,0,0,0,0,,Cornelius Castletown,Concordia u.s.,Case #10: Let Her Eat Cake(S4),,Criminal Case - criminal case,6.0,213.0,Brown,Grey
Mayor McCoy,Mayor McCoy,Sierra McCoy,High,1,1,5,10,5,,,,,,Archieverse,,,,
Mayor Wild West,Mayor Wild West,,Good,10,10,15,15,40,Disney,Wild West,,,,Family Guy - Family Guy,,,,
Mayu Ikeda,Mayu Ikeda,,Average,1,1,10,40,0,Shogakukan,,,,,Inuyasha - Inuyasha,,,Brown,Black
Mayura,Mayura,Natalie,Average,1,7,13,40,35,Disney,,,,,Miracuverse - The Miraculous Tales of Ladybug and Chat Noir Universe,,,,
Mayuri Kurotsuchi,Mayuri Kurotsuchi,,High,25,95,65,70,75,,,,,,Bleach - Bleach,,,,
Mazdamundi,Mazdamundi,,High,100,50,50,100,100,Games Workshop,,,,,WF - Warhammer: Age of Sigmar,,,,
Maze,Maze,Mazikeen,Good,25,19,35,55,75,DC Comics,Mazikeen Smith,Hell,Lucifer - (Season 1) Episode 1,,Arrowverse - DC Television Universe,170.2,54.0,Brown,Brown
Mazikeen,Mazikeen,Mazikeen,High,100,100,100,100,100,DC Comics,Mazikeen Smith,"Hell, Los Angeles.",Sandman (vol. 2) #22 (December 1990),,Vertigo - Vertigo Universe,,,Brown,Black
McCree,McCree,Jesse McCree,Average,1,25,20,25,50,Activision Blizzard,,,Overwatch,,Overwatch - Overwatch Universe,185.0,,Black,Brown
Meat,Meat,,Moderate,25,1,20,40,40,Mortal Kombat,,Shang Tsung's Flesh Pits,Mortal Kombat 4 (1997),,MK - Mortal Kombat,175.3,50.0,,No Hair
Meatgardener Venom,Meatgardener Venom,,High,100,100,100,100,100,Marvel Comics,,,Venom: The End #1,,Earth-23203 - Venom: The End,,,White,No Hair
Mech X4,Mech X4,,Low,50,25,30,65,65,Disney,,,Let's Call It MECH-X4!,,M X4 - Mech x4,4572.0,,,No Hair
Mecha Manta,Mecha Manta,,High,100,60,70,65,55,DC Comics,,,"Aquaman Vol 8 #51 (October, 2019)",,Rebirth - DC Rebirth,,,Red,
Mecha Team Leader,Mecha Team Leader,,Good,100,25,45,70,70,,,,,,FNLU - Fortnite's Lore Universe,,,,
Mecha-King Ghidorah (Heisei),Mecha-King Ghidorah (Heisei),Ghidorah,Average,75,25,40,60,25,IDW Publishing,,,Godzilla vs King Ghidorah (1991),,Toho - Toho Expanded Universe,15000.0,80000000.0,,No Hair
Mechagodzilla,Mechagodzilla,Mechagodzilla,Low,0,0,0,0,0,IDW Publishing,,"Detroit, Michigan",Godzilla: Kingdom of Monsters #6,,IDWGZ - IDW Godzilla (2011- ),,,Yellow,No Hair
Mechagodzilla-1,Mechagodzilla,Mechagodzilla,Average,100,30,45,75,65,Warner Brothers,,,Godzilla vs. Kong,,MonsterVerse - MonsterVerse,,,Red,No Hair
Mechagodzilla-2,Mechagodzilla,Mechagodzilla,Average,75,11,40,70,40,Warner Brothers,,The Oasis,Ready Player One,,RPO - Ready Player One,3000.0,,Red,
Mechagodzilla (AniGoji),Mechagodzilla (AniGoji),Mechagodzilla,Good,75,25,50,70,50,IDW Publishing,,Mount Fuji,Godzilla: Project MechGodzilla,,Toho - Toho Expanded Universe,5000.0,30000000.0,,
Mechagodzilla (Heisei),Mechagodzilla (Heisei),Mechagodzilla,Average,75,25,45,70,30,IDW Publishing,,,Godzilla vs MechaGodzilla II (1993),,Toho - Toho Expanded Universe,12000.0,150000000.0,Yellow,No Hair
Mechagodzilla (Millennium),Mechagodzilla (Millennium),Kiryu,Average,75,25,40,70,65,IDW Publishing,,,Godzilla Against MechaGodzilla (2002),,Toho - Toho Expanded Universe,6000.0,40000000.0,Yellow / Red,
Mechagodzilla (Showa),Mechagodzilla (Showa),Mechagodzilla,Average,75,30,40,65,50,IDW Publishing,,,Godzilla vs MechaGodzilla,,Toho - Toho Expanded Universe,5000.0,40000000.0,,No Hair
Mechamaru,Mechamaru,Kokichi Muta,Good,30,25,25,40,70,Shueisha,,,Jujutsu Kaisen Chapter 32,,JJK - Jujutsu Kaisen,185.0,,Black,Black
Mechamaru (Mode: Absolute),Mechamaru (Mode: Absolute),Kokichi Muta,Good,55,50,30,50,70,Shueisha,,,,,JJK - Jujutsu Kaisen,,,,
Mechani-Kong (Showa),Mechani-Kong (Showa),Mekanikong,Average,75,25,35,50,40,IDW Publishing,,,The King Kong Show,,Toho - Toho Expanded Universe,2000.0,15000000.0,,No Hair
Mechanica,Mechanica,,High,25,25,30,40,65,Nintendo,,,ARMS,,AS - Arms,158.0,45.0,Purple,Brown
Mechikabura,Mechikabura,,High,100,100,100,100,100,Shueisha,,,,,Xenoverse - Dragon Ball Xenoverse,,,,
Mechikabura (Dark King),Mechikabura (Dark King),Mechikabura,High,100,100,100,100,100,Shueisha,,,,,Xenoverse - Dragon Ball Xenoverse,,,,
Mechikabura (Time Power Unleashed),Mechikabura (Time Power Unleashed),Mechikabura,High,100,100,100,100,100,Shueisha,,,,,Xenoverse - Dragon Ball Xenoverse,,,,
Mechtavius Destroyer,Mechtavius Destroyer,,High,100,100,100,100,100,Sega,,,,,Bakugan - Bakugan,,,,
Medaka Kurokami,Medaka Kurokami,,High,55,100,50,100,70,Shueisha,,,,,Medaka Box - Medaka Box,,,Brown,Blue
Medusa,Medusa,Medusa,Good,25,25,25,65,35,DC Comics,,,,,DCAU - DC Animated Universe,,,,
Medusa-1,Medusa,Medusalith Amaquelin-Boltagon,Good,45,30,30,40,85,Marvel Comics,Medusalith Amaquelin-Boltagon,"Island of Attilan, Atlantic Ocean",Fantastic Four Vol. 1 #36 (1965),,Earth-616 - Prime Marvel Universe,180.3,59.0,Green,Red
Medusa-2,Medusa,Medusalith Amaquelin,Low,0,0,0,0,0,Marvel Comics,Medusalith Amaquelin,Attilan,Inhumans Season 1: Episode 1,,MCU - Marvel Cinematic Universe,170.2,60.8,Blue,Red
Medusa-3,Medusa,,Good,30,25,25,35,80,Marvel Comics,,,,,MAU - Marvel Animated Universe,,,,
Medusa-4,Medusa,,Average,75,30,35,50,70,DC Comics,,,Wonder Woman: Bloodlines,,DCUAOM - DC Universe Animated Original Movies,,,Green,
Medusa-5,Medusa,,Good,25,11,15,50,30,Rick Riordan,,,The Lightning Thief,,,,,,No Hair
Medusa-6,Medusa,,Good,100,100,100,100,30,Nintendo,,,Kid Icarus,,Kid Icarus - Kid Icarus Universe,,,Blue / White,Black
Medusa Gorgon,Medusa Gorgon,,High,25,50,35,60,60,Square Enix,Soul Eater - Soul Eater Universe,,,,Bad,,,Yellow,Blond
Meelo,Meelo,,Average,1,20,10,50,40,Dark Horse Comics,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),,,,,,,,
Meerlinda,Meerlinda,Meerlinda,High,100,100,100,100,85,,WOD - World of Darkness,,,,,,,,
Mefisto,Mefisto,Steve Dickart,Good,1,1,5,40,20,Bonelli,Universo Classico - Universo Classico Bonelli,,,,Bad,,,,
Meg Griffin,Meg Griffin,Megatron Griffin,Average,10,50,35,40,30,Disney,Family Guy - Family Guy,,,,,,,,
Meg McCaffrey,Meg McCaffrey,Meg McCaffrey,Average,25,50,50,70,80,Rick Riordan,PJO - Percy Jackson & the Olympians,,,,Neutral,,,Brown,Black
Mega Casey,Mega Casey,Casey Krinsky,Average,75,100,60,85,55,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,Bad,,,Green,Brown
Mega Elemental,Mega Elemental,,Moderate,100,25,45,70,60,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Bad,,,,
Mega Elementor,Mega Elementor,,Good,30,25,55,90,60,Mattel,Max Steel - Max Steel (2013-2017 series),,,,Bad,,,White / Red,No Hair
Mega Man,Mega Man,Rock Man,Average,90,95,95,90,60,Capcom,Mega Man - Mega Man Universe,,,1987,Good,162.6,57.2,,
Mega Man (Archie Comics),Mega Man (Archie Comics),Rock Man,Good,100,100,100,100,100,Capcom,Mega Man - Mega Man Universe,,,,,,,,
Mega Man (Star Force),Mega Man (Star Force),,Good,100,100,75,80,100,Capcom,Mega Man - Mega Man Universe,,,,,,,,
Mega Man (Volnutt),Mega Man (Volnutt),,Good,55,100,40,50,100,Capcom,Mega Man - Mega Man Universe,,,,,,,,
Mega Mewtwo X,Mega Mewtwo X,Mewtwo,High,100,95,100,100,90,Nintendo,Pokemon - Pokemon,,,,Neutral,231.2,127.0,Blue,No Hair
Mega Nemus,Mega Nemus,Nemus,Low,0,0,0,0,0,Sega,Bakugan - Bakugan,,New Vestroia,,Good,,,Green,No Hair
Mega Pidgeot,Mega Pidgeot,Pidgey,Average,25,25,40,40,40,Nintendo,Pokemon - Pokemon,,Variable,,Neutral,220.0,50.5,Red,
Mega Rayquaza,Mega Rayquaza,Rayquaza,High,100,100,100,100,100,Nintendo,Pokemon - Pokemon,,,,Good,,,Yellow,No Hair
Mega-Armed Sai,Mega-Armed Sai,Tokisada Sai,Good,50,14,20,30,65,Shueisha,NGL - No Guns Life,,,,Neutral,,,,
Mega-Kaiju,Mega-Kaiju,,Average,75,25,35,60,50,Universal Studios,Pacific Rim - Pacific Rim,,MegaTokyo,2018,Bad,12800.0,7864000.0,,
Megabug,Megabug,,Good,100,100,100,80,45,Ubisoft,RR - Raving Rabbids,,,,Bad,,,,
Megagargomon,Megagargomon,Terriermon,Good,100,80,100,100,85,Shueisha,Digimon - Digimon,,,,Good,,,Blue,
Megaguirus (Millennium),Megaguirus (Millennium),Megagirasu,Average,75,30,25,55,35,IDW Publishing,Toho - Toho Expanded Universe,,,,Bad,5000.0,28000000.0,,
Megalo Don,Megalo Don,,Average,30,5,30,30,80,Epic,FNLU - Fortnite's Lore Universe,,Unknown,,Bad,,,Orange,Grey
Megalo Don (Nitro Infused),Megalo Don (Nitro Infused),,Average,50,20,30,40,80,Epic,FNLU - Fortnite's Lore Universe,,,,Bad,,,Orange,Orange
Megalon (Showa),Megalon (Showa),Megaro,Average,75,30,35,60,35,IDW Publishing,Toho - Toho Expanded Universe,,Seatopia,,Bad,5500.0,40000000.0,Yellow,
MegaMan.EXE,MegaMan.EXE,,Good,100,100,100,100,100,Capcom,,,,,,,,,
Megamind,Megamind,,High,1,6,20,25,35,Dreamworks,Megamind - Megamind,,,,Neutral,,,,No Hair
Megan Ramsey,Megan Ramsey,,Good,1,6,5,5,40,Universal Studios,F&F - Fast & Furious Movies,,,,,,,,
Megan Russo,Megan Russo,,Average,1,1,10,5,10,Disney,WoWP - Wizards of Waverly Place,,,,Good,,,,Brown
Megapede,Megapede,,Moderate,75,25,25,55,30,IDW Publishing,G:TS - Godzilla: The Series,,Illinois,,Neutral,,,,
Megas XLR,Megas XLR,,Average,100,100,55,85,65,Cartoon Network,Megas XLR - Megas XLR,,,,Good,3658.0,,No eyes,No Hair
Megatak,Megatak,Gregory Nettles,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,Gregory Nettles,,1983,Bad,190.5,87.5,Brown,Brown
Megatron,Megatron,,High,50,80,30,20,70,Hasbro,TFA - Transformers: Animated (2007-2009 TV Series),,Cybertron,,Bad,,,Red,No Hair
Megatron-1,Megatron,D-16,Good,50,25,40,60,100,Hasbro,HCU - Hasbro Cinematic Universe,D-16,Kaon,2018,Bad,,,,
Megatron-2,Megatron,Megatronus,High,100,100,100,100,100,IDW Publishing,,Megatronus,Cybertron,,Bad,,,Red,No Hair
